ID,answer
TG_E_S_20230320,3023.918181818182
TG_E_S_20230321,2988.427272727273
TG_E_S_20230322,3071.2
TG_E_S_20230323,3062.190909090909
TG_E_S_20230324,3024.586363636364
TG_E_S_20230325,3081.159090909091
TG_E_S_20230326,0.0
TG_E_S_20230327,3078.5454545454545
TG_E_S_20230328,3017.7181818181816
TG_E_S_20230329,3115.559090909091
TG_E_S_20230330,3102.7909090909093
TG_E_S_20230331,3045.7954545454545
CR_A_J_20230304,355.85502572039366
CR_A_J_20230305,0.0
CR_A_J_20230306,411.20912524056644
CR_A_J_20230307,408.28933360856036
CR_A_J_20230308,420.46042933626904
CR_A_J_20230309,456.1683055765258
CR_A_J_20230310,460.3187141928533
CR_A_J_20230311,377.48698579133054
CR_A_J_20230312,0.0
CR_A_J_20230313,428.57400461306474
CR_A_J_20230314,431.7661893402308
CR_A_J_20230315,439.0028129510744
CR_A_J_20230316,464.4432717959237
CR_A_J_20230317,460.55206100973845
CR_A_J_20230318,370.73792926533093
CR_A_J_20230319,0.0
CR_A_J_20230320,412.94688842450375
CR_A_J_20230321,410.97097825945445
CR_A_J_20230322,416.5180621124594
CR_A_J_20230323,449.32779354025394
CR_A_J_20230324,446.31314710184347
CR_A_J_20230325,366.4939243592668
CR_A_J_20230326,0.0
CR_A_J_20230327,421.094567083895
CR_A_J_20230328,424.2177989726448
CR_A_J_20230329,425.9826274089457
CR_A_J_20230330,462.5951295895476
CR_A_J_20230331,468.6903759761041
CR_B_J_20230304,276.2132608107903
CR_B_J_20230305,0.0
CR_B_J_20230306,305.4439724348473
CR_B_J_20230307,280.19453648392914
CR_B_J_20230308,294.6198001778919
CR_B_J_20230309,304.86491481637563
CR_B_J_20230310,334.7016856774985
CR_B_J_20230311,286.8237496599032
CR_B_J_20230312,0.0
CR_B_J_20230313,310.21025711010424
CR_B_J_20230314,282.2735369417313
CR_B_J_20230315,295.0329690583861
CR_B_J_20230316,301.1917514633471
CR_B_J_20230317,332.5393425498346
CR_B_J_20230318,263.3602316014751
CR_B_J_20230319,0.0
CR_B_J_20230320,300.83787813466915
CR_B_J_20230321,272.3828694573306
CR_B_J_20230322,280.38109351006113
CR_B_J_20230323,299.2314015825266
CR_B_J_20230324,322.33848735819106
CR_B_J_20230325,258.516391138398
CR_B_J_20230326,0.0
CR_B_J_20230327,336.00071202067653
CR_B_J_20230328,301.9864960244685
CR_B_J_20230329,305.53235061659285
CR_B_J_20230330,315.6630799589396
CR_B_J_20230331,350.481334647176
CR_C_J_20230304,313.7702254057657
CR_C_J_20230305,0.0
CR_C_J_20230306,367.6866514924824
CR_C_J_20230307,341.004303002182
CR_C_J_20230308,358.6359399188959
CR_C_J_20230309,396.61108774696896
CR_C_J_20230310,393.727548065145
CR_C_J_20230311,328.7115014416556
CR_C_J_20230312,0.0
CR_C_J_20230313,374.46601709717254
CR_C_J_20230314,340.39981247153264
CR_C_J_20230315,354.81834509842474
CR_C_J_20230316,388.385436432569
CR_C_J_20230317,382.89453033275987
CR_C_J_20230318,308.5470447132006
CR_C_J_20230319,0.0
CR_C_J_20230320,356.3998424111311
CR_C_J_20230321,327.57042794770985
CR_C_J_20230322,338.3007220163619
CR_C_J_20230323,384.55933901801046
CR_C_J_20230324,370.63481583981104
CR_C_J_20230325,302.08037468404535
CR_C_J_20230326,0.0
CR_C_J_20230327,381.32086458635985
CR_C_J_20230328,346.7606231932433
CR_C_J_20230329,352.86354613088275
CR_C_J_20230330,391.2905171073018
CR_C_J_20230331,389.07716284167435
CR_D_J_20230304,339.638684427057
CR_D_J_20230305,0.0
CR_D_J_20230306,372.63770800349556
CR_D_J_20230307,359.32482133677263
CR_D_J_20230308,369.3139632592953
CR_D_J_20230309,420.4219870998875
CR_D_J_20230310,398.9924622239155
CR_D_J_20230311,349.709802739138
CR_D_J_20230312,0.0
CR_D_J_20230313,374.3733133718574
CR_D_J_20230314,361.02441104349737
CR_D_J_20230315,371.576602971932
CR_D_J_20230316,418.0109875309735
CR_D_J_20230317,393.7809844694489
CR_D_J_20230318,331.2961698082303
CR_D_J_20230319,0.0
CR_D_J_20230320,366.1056906639213
CR_D_J_20230321,350.82131273672104
CR_D_J_20230322,357.51251589665486
CR_D_J_20230323,416.44427978173735
CR_D_J_20230324,390.59707190200066
CR_D_J_20230325,326.80615199084787
CR_D_J_20230326,0.0
CR_D_J_20230327,389.40964865273446
CR_D_J_20230328,373.74050575489923
CR_D_J_20230329,377.2507170941653
CR_D_J_20230330,428.5725590919494
CR_D_J_20230331,414.4365201247847
CR_D_S_20230304,136.31694433855867
CR_D_S_20230305,0.0
CR_D_S_20230306,153.07584538150803
CR_D_S_20230307,140.28222642030838
CR_D_S_20230308,149.01303993348907
CR_D_S_20230309,167.16282772218477
CR_D_S_20230310,166.5675515698974
CR_D_S_20230311,148.6103228666261
CR_D_S_20230312,0.0
CR_D_S_20230313,155.05875155004372
CR_D_S_20230314,149.92173079343422
CR_D_S_20230315,162.00977154680356
CR_D_S_20230316,175.5387875611363
CR_D_S_20230317,169.64361075484385
CR_D_S_20230318,135.97616370440912
CR_D_S_20230319,0.0
CR_D_S_20230320,158.33174140124055
CR_D_S_20230321,146.64105413608988
CR_D_S_20230322,157.03533277953568
CR_D_S_20230323,174.0960286156265
CR_D_S_20230324,173.90292887021963
CR_D_S_20230325,140.1735167400255
CR_D_S_20230326,0.0
CR_D_S_20230327,171.73715847143768
CR_D_S_20230328,149.3486665452652
CR_D_S_20230329,159.4321948957862
CR_D_S_20230330,178.65938757259912
CR_D_S_20230331,178.89871782834624
CR_E_J_20230304,295.0976690003874
CR_E_J_20230305,0.0
CR_E_J_20230306,337.1960935806488
CR_E_J_20230307,332.42673773382967
CR_E_J_20230308,332.01685825425267
CR_E_J_20230309,377.0556274764819
CR_E_J_20230310,362.5185896673523
CR_E_J_20230311,309.2581107070897
CR_E_J_20230312,0.0
CR_E_J_20230313,342.69255660595036
CR_E_J_20230314,343.82397572178996
CR_E_J_20230315,340.6993614405759
CR_E_J_20230316,381.05777808800093
CR_E_J_20230317,364.8253794908083
CR_E_J_20230318,297.40868896457255
CR_E_J_20230319,0.0
CR_E_J_20230320,342.35510950721977
CR_E_J_20230321,334.16015264107745
CR_E_J_20230322,330.2099637637599
CR_E_J_20230323,383.29254698715084
CR_E_J_20230324,364.29378101016977
CR_E_J_20230325,293.3993431978751
CR_E_J_20230326,0.0
CR_E_J_20230327,370.18603798440074
CR_E_J_20230328,361.627133625208
CR_E_J_20230329,352.5439539897166
CR_E_J_20230330,395.1413645421101
CR_E_J_20230331,390.5072941234691
CR_E_S_20230304,137.50337616064226
CR_E_S_20230305,0.0
CR_E_S_20230306,148.95804090252665
CR_E_S_20230307,139.1598666600417
CR_E_S_20230308,147.78596566880805
CR_E_S_20230309,167.68999063402387
CR_E_S_20230310,161.924099921598
CR_E_S_20230311,149.91212099528187
CR_E_S_20230312,0.0
CR_E_S_20230313,151.22880381332305
CR_E_S_20230314,147.956050543825
CR_E_S_20230315,156.35478164040356
CR_E_S_20230316,175.9120889708796
CR_E_S_20230317,158.7910701743521
CR_E_S_20230318,137.27516133892667
CR_E_S_20230319,0.0
CR_E_S_20230320,155.85974705150332
CR_E_S_20230321,145.2146491125446
CR_E_S_20230322,154.40759839476613
CR_E_S_20230323,178.4729702978262
CR_E_S_20230324,165.90486600060794
CR_E_S_20230325,142.15535004929825
CR_E_S_20230326,0.0
CR_E_S_20230327,179.09428852045787
CR_E_S_20230328,162.4561949327383
CR_E_S_20230329,168.95464010079772
CR_E_S_20230330,192.52976066791612
CR_E_S_20230331,183.04761301761982
CB_A_J_20230304,178.5854152012704
CB_A_J_20230305,0.0
CB_A_J_20230306,171.6892171121811
CB_A_J_20230307,171.61135006869742
CB_A_J_20230308,173.83243408707852
CB_A_J_20230309,174.98142128986862
CB_A_J_20230310,166.02550700580233
CB_A_J_20230311,170.0920486752459
CB_A_J_20230312,0.0
CB_A_J_20230313,166.2931438683924
CB_A_J_20230314,173.27882061037926
CB_A_J_20230315,173.74733769592882
CB_A_J_20230316,174.69555861519396
CB_A_J_20230317,168.00501618162625
CB_A_J_20230318,172.75026245730285
CB_A_J_20230319,0.0
CB_A_J_20230320,169.41661627350348
CB_A_J_20230321,170.63815086308168
CB_A_J_20230322,166.52741386889605
CB_A_J_20230323,166.28322446250573
CB_A_J_20230324,152.721986505294
CB_A_J_20230325,157.39343871959775
CB_A_J_20230326,0.0
CB_A_J_20230327,150.30673110912974
CB_A_J_20230328,153.0447771144926
CB_A_J_20230329,152.86724779232534
CB_A_J_20230330,157.96372747602953
CB_A_J_20230331,144.136056205867
CB_A_S_20230304,104.05499223308986
CB_A_S_20230305,0.0
CB_A_S_20230306,96.17293524410928
CB_A_S_20230307,101.1811858479243
CB_A_S_20230308,103.4112712152303
CB_A_S_20230309,108.53465645179794
CB_A_S_20230310,95.0008771493903
CB_A_S_20230311,101.1316839882247
CB_A_S_20230312,0.0
CB_A_S_20230313,95.0937742674084
CB_A_S_20230314,105.71591142356719
CB_A_S_20230315,106.86154832666968
CB_A_S_20230316,111.54410159826743
CB_A_S_20230317,98.24154687825573
CB_A_S_20230318,104.76937230196687
CB_A_S_20230319,0.0
CB_A_S_20230320,99.12034145732437
CB_A_S_20230321,105.61016453242843
CB_A_S_20230322,101.9034031388884
CB_A_S_20230323,108.23021807834077
CB_A_S_20230324,92.94982948931406
CB_A_S_20230325,99.0827186114976
CB_A_S_20230326,0.0
CB_A_S_20230327,90.3092133833382
CB_A_S_20230328,94.82477189779324
CB_A_S_20230329,97.75449266152634
CB_A_S_20230330,104.67988296670805
CB_A_S_20230331,91.1224340976842
CB_D_J_20230304,166.9265704482537
CB_D_J_20230305,0.0
CB_D_J_20230306,162.47278924795307
CB_D_J_20230307,157.8820287972291
CB_D_J_20230308,159.36295139153054
CB_D_J_20230309,158.9882655048045
CB_D_J_20230310,158.20524687453954
CB_D_J_20230311,161.5141779973593
CB_D_J_20230312,0.0
CB_D_J_20230313,162.05535777351386
CB_D_J_20230314,157.19954718740289
CB_D_J_20230315,157.7803734757665
CB_D_J_20230316,156.6283630547885
CB_D_J_20230317,155.84534442452355
CB_D_J_20230318,159.37078370164815
CB_D_J_20230319,0.0
CB_D_J_20230320,158.40193474453497
CB_D_J_20230321,152.74226482217776
CB_D_J_20230322,153.1669973611193
CB_D_J_20230323,150.61706238985812
CB_D_J_20230324,148.6341169878294
CB_D_J_20230325,151.49924624096403
CB_D_J_20230326,0.0
CB_D_J_20230327,153.2480923310733
CB_D_J_20230328,148.77117924457085
CB_D_J_20230329,151.12798197984242
CB_D_J_20230330,150.97057427219121
CB_D_J_20230331,146.7823708756986
CB_E_J_20230304,159.9615294845913
CB_E_J_20230305,0.0
CB_E_J_20230306,154.71033337470485
CB_E_J_20230307,152.50734650345942
CB_E_J_20230308,155.01875834784798
CB_E_J_20230309,153.82218715948937
CB_E_J_20230310,149.0993948286146
CB_E_J_20230311,154.23206302055695
CB_E_J_20230312,0.0
CB_E_J_20230313,153.15145844637692
CB_E_J_20230314,150.82541549336
CB_E_J_20230315,150.88500689387973
CB_E_J_20230316,150.73716348993742
CB_E_J_20230317,146.0143711590627
CB_E_J_20230318,151.01345102185576
CB_E_J_20230319,0.0
CB_E_J_20230320,148.95288563499324
CB_E_J_20230321,145.11507901300706
CB_E_J_20230322,147.30117827962815
CB_E_J_20230323,145.79506613481328
CB_E_J_20230324,140.3363935194451
CB_E_J_20230325,144.69800706626444
CB_E_J_20230326,0.0
CB_E_J_20230327,144.005888778612
CB_E_J_20230328,142.37436584414652
CB_E_J_20230329,143.79908640093376
CB_E_J_20230330,144.62749738191062
CB_E_J_20230331,140.3017532694892
RD_A_J_20230304,265.4895580312707
RD_A_J_20230305,0.0
RD_A_J_20230306,264.27926875881377
RD_A_J_20230307,261.5978461605963
RD_A_J_20230308,263.6038712804319
RD_A_J_20230309,265.4547883330018
RD_A_J_20230310,257.17764484884447
RD_A_J_20230311,261.2212658113712
RD_A_J_20230312,0.0
RD_A_J_20230313,262.7577209621665
RD_A_J_20230314,261.9199400343589
RD_A_J_20230315,262.0471145058688
RD_A_J_20230316,262.2769927110195
RD_A_J_20230317,252.7013874283496
RD_A_J_20230318,257.93435109620987
RD_A_J_20230319,0.0
RD_A_J_20230320,257.29894257492623
RD_A_J_20230321,255.07860211983925
RD_A_J_20230322,255.32343366001265
RD_A_J_20230323,255.4846845111225
RD_A_J_20230324,243.66863525612897
RD_A_J_20230325,250.06989162390133
RD_A_J_20230326,0.0
RD_A_J_20230327,250.18429833343026
RD_A_J_20230328,250.77915084782143
RD_A_J_20230329,253.9827964951206
RD_A_J_20230330,254.0598074157746
RD_A_J_20230331,243.0280658845442
RD_A_S_20230304,184.41871863023337
RD_A_S_20230305,0.0
RD_A_S_20230306,193.90551211860063
RD_A_S_20230307,196.1534579136409
RD_A_S_20230308,191.66338518906636
RD_A_S_20230309,196.50843875874227
RD_A_S_20230310,204.39047220995084
RD_A_S_20230311,174.72177969203656
RD_A_S_20230312,0.0
RD_A_S_20230313,195.3779951234095
RD_A_S_20230314,200.3332077910617
RD_A_S_20230315,196.61704864074224
RD_A_S_20230316,199.77803418122863
RD_A_S_20230317,207.15928095186368
RD_A_S_20230318,176.71808208185135
RD_A_S_20230319,0.0
RD_A_S_20230320,195.1634438876795
RD_A_S_20230321,199.66843633786885
RD_A_S_20230322,199.76711861387776
RD_A_S_20230323,205.27344400790952
RD_A_S_20230324,212.53031168395418
RD_A_S_20230325,181.70090345227268
RD_A_S_20230326,0.0
RD_A_S_20230327,205.78640505024597
RD_A_S_20230328,205.19876533561498
RD_A_S_20230329,205.38264439483535
RD_A_S_20230330,212.39860031564132
RD_A_S_20230331,225.12069898148457
RD_C_S_20230304,184.65483315632773
RD_C_S_20230305,0.0
RD_C_S_20230306,173.86411961709604
RD_C_S_20230307,173.23116114392982
RD_C_S_20230308,174.2504620085255
RD_C_S_20230309,174.06781402940769
RD_C_S_20230310,177.17349612294566
RD_C_S_20230311,175.45122918589516
RD_C_S_20230312,0.0
RD_C_S_20230313,176.50666760193187
RD_C_S_20230314,178.2628335801414
RD_C_S_20230315,176.67341718472062
RD_C_S_20230316,174.51383721210158
RD_C_S_20230317,177.88575837856345
RD_C_S_20230318,175.91979131668475
RD_C_S_20230319,0.0
RD_C_S_20230320,174.8247732685465
RD_C_S_20230321,176.11008819138334
RD_C_S_20230322,178.84131498992818
RD_C_S_20230323,180.41274384733833
RD_C_S_20230324,183.38475644633274
RD_C_S_20230325,179.63722368674783
RD_C_S_20230326,0.0
RD_C_S_20230327,176.96845960902343
RD_C_S_20230328,175.54407343765135
RD_C_S_20230329,175.87369010857412
RD_C_S_20230330,174.8622110019213
RD_C_S_20230331,180.00835243822965
RD_D_J_20230304,115.38048683721864
RD_D_J_20230305,0.0
RD_D_J_20230306,106.68644107357593
RD_D_J_20230307,109.90179713040669
RD_D_J_20230308,111.36614969743741
RD_D_J_20230309,114.08131537036545
RD_D_J_20230310,104.97829676208175
RD_D_J_20230311,119.56742785360335
RD_D_J_20230312,0.0
RD_D_J_20230313,108.62905345255331
RD_D_J_20230314,112.10375526961796
RD_D_J_20230315,111.28663755555378
RD_D_J_20230316,111.45624920887106
RD_D_J_20230317,103.63632275038074
RD_D_J_20230318,118.14817800525188
RD_D_J_20230319,0.0
RD_D_J_20230320,102.21269346209465
RD_D_J_20230321,107.87084726893659
RD_D_J_20230322,110.91417682519467
RD_D_J_20230323,110.95344162416016
RD_D_J_20230324,105.4069694045178
RD_D_J_20230325,116.8026428975341
RD_D_J_20230326,0.0
RD_D_J_20230327,106.8130070598457
RD_D_J_20230328,109.229115502692
RD_D_J_20230329,112.21903880895007
RD_D_J_20230330,109.60326622651573
RD_D_J_20230331,105.96318518513951
RD_D_S_20230304,156.24085084873195
RD_D_S_20230305,0.0
RD_D_S_20230306,158.8022200907962
RD_D_S_20230307,160.31857619204857
RD_D_S_20230308,152.7025298826256
RD_D_S_20230309,155.95272008710396
RD_D_S_20230310,159.03941249999434
RD_D_S_20230311,153.44873453224048
RD_D_S_20230312,0.0
RD_D_S_20230313,161.70379384340418
RD_D_S_20230314,166.23748123202046
RD_D_S_20230315,159.8427034110535
RD_D_S_20230316,162.4007703259476
RD_D_S_20230317,164.4779636881978
RD_D_S_20230318,158.45626012993506
RD_D_S_20230319,0.0
RD_D_S_20230320,160.5475731484386
RD_D_S_20230321,167.07641505236916
RD_D_S_20230322,165.88641904367043
RD_D_S_20230323,167.58293025970457
RD_D_S_20230324,168.24541447802645
RD_D_S_20230325,162.44351333202724
RD_D_S_20230326,0.0
RD_D_S_20230327,165.85979584094687
RD_D_S_20230328,168.4214577278008
RD_D_S_20230329,164.58034217545128
RD_D_S_20230330,166.2590997487235
RD_D_S_20230331,170.7580890242448
RD_E_J_20230304,150.39527027416932
RD_E_J_20230305,0.0
RD_E_J_20230306,147.2401191552976
RD_E_J_20230307,151.89853059454222
RD_E_J_20230308,147.59314194055494
RD_E_J_20230309,148.5890385901568
RD_E_J_20230310,151.80914858581693
RD_E_J_20230311,149.20010097700546
RD_E_J_20230312,0.0
RD_E_J_20230313,149.04745171620092
RD_E_J_20230314,156.7777313773255
RD_E_J_20230315,149.6185200600623
RD_E_J_20230316,149.10684173647005
RD_E_J_20230317,152.6677385743839
RD_E_J_20230318,149.51389877582815
RD_E_J_20230319,0.0
RD_E_J_20230320,145.96762913795035
RD_E_J_20230321,155.25418020406045
RD_E_J_20230322,153.57317821745352
RD_E_J_20230323,156.00145742386718
RD_E_J_20230324,157.5908897092185
RD_E_J_20230325,155.4615406229774
RD_E_J_20230326,0.0
RD_E_J_20230327,151.98691607744226
RD_E_J_20230328,157.21432784620993
RD_E_J_20230329,152.70685909373
RD_E_J_20230330,150.72163475913177
RD_E_J_20230331,157.42511274045376
RD_E_S_20230304,133.6973257866276
